                                                                                                            
{'loss': '0.693', 'grad_norm': '8.043', 'learning_rate': '4.5e-08', 'rewards/chosen': '0.002778', 'rewards/rejected': '0.002157', 'rewards/accuracies': '0.3625', 'rewards/margins': '0.0006214', 'logps/chosen': '-154.9', 'logps/rejected': '-68.91', 'logits/chosen': '1.662', 'logits/rejected': '1.632', 'epoch': '0.0107'}
{'loss': '0.06503', 'grad_norm': '1.192', 'learning_rate': '4.236e-07', 'rewards/chosen': '1.041', 'rewards/rejected': '-1.812', 'rewards/accuracies': '1', 'rewards/margins': '2.853', 'logps/chosen': '-140.7', 'logps/rejected': '-87.7', 'logits/chosen': '1.721', 'logits/rejected': '1.579', 'epoch': '0.8563'}
{'loss': '0.06417', 'grad_norm': '1.295', 'learning_rate': '4.225e-07', 'rewards/chosen': '1.046', 'rewards/rejected': '-1.797', 'rewards/accuracies': '1', 'rewards/margins': '2.843', 'logps/chosen': '-155.5', 'logps/rejected': '-86.67', 'logits/chosen': '1.784', 'logits/rejected': '1.689', 'epoch': '0.867'}
{'loss': '0.06573', 'grad_norm': '1.878', 'learning_rate': '4.214e-07', 'rewards/chosen': '0.9878', 'rewards/rejected': '-1.853', 'rewards/accuracies': '1', 'rewards/margins': '2.841', 'logps/chosen': '-149.8', 'logps/rejected': '-87.58', 'logits/chosen': '1.824', 'logits/rejected': '1.74', 'epoch': '0.8777'}
{'loss': '0.05886', 'grad_norm': '1.391', 'learning_rate': '4.203e-07', 'rewards/chosen': '0.9643', 'rewards/rejected': '-1.971', 'rewards/accuracies': '1', 'rewards/margins': '2.935', 'logps/chosen': '-143', 'logps/rejected': '-89.37', 'logits/chosen': '1.717', 'logits/rejected': '1.673', 'epoch': '0.8884'}
{'loss': '0.05584', 'grad_norm': '0.9178', 'learning_rate': '4.192e-07', 'rewards/chosen': '1.089', 'rewards/rejected': '-1.943', 'rewards/accuracies': '1', 'rewards/margins': '3.032', 'logps/chosen': '-160.9', 'logps/rejected': '-87.65', 'logits/chosen': '1.784', 'logits/rejected': '1.636', 'epoch': '0.8991'}
{'loss': '0.04708', 'grad_norm': '1.075', 'learning_rate': '4.181e-07', 'rewards/chosen': '1.11', 'rewards/rejected': '-2.041', 'rewards/accuracies': '1', 'rewards/margins': '3.15', 'logps/chosen': '-162', 'logps/rejected': '-89.03', 'logits/chosen': '1.788', 'logits/rejected': '1.594', 'epoch': '0.9098'}
{'loss': '0.04954', 'grad_norm': '1.145', 'learning_rate': '4.17e-07', 'rewards/chosen': '1.034', 'rewards/rejected': '-2.051', 'rewards/accuracies': '1', 'rewards/margins': '3.085', 'logps/chosen': '-150.5', 'logps/rejected': '-89.09', 'logits/chosen': '1.759', 'logits/rejected': '1.645', 'epoch': '0.9205'}
{'loss': '0.04701', 'grad_norm': '0.9945', 'learning_rate': '4.16e-07', 'rewards/chosen': '1.073', 'rewards/rejected': '-2.159', 'rewards/accuracies': '1', 'rewards/margins': '3.233', 'logps/chosen': '-161.5', 'logps/rejected': '-91.59', 'logits/chosen': '1.728', 'logits/rejected': '1.629', 'epoch': '0.9312'}
{'loss': '0.04807', 'grad_norm': '1.632', 'learning_rate': '4.149e-07', 'rewards/chosen': '0.9799', 'rewards/rejected': '-2.18', 'rewards/accuracies': '1', 'rewards/margins': '3.16', 'logps/chosen': '-146', 'logps/rejected': '-90.57', 'logits/chosen': '1.718', 'logits/rejected': '1.624', 'epoch': '0.9419'}
{'loss': '0.04608', 'grad_norm': '0.8669', 'learning_rate': '4.138e-07', 'rewards/chosen': '0.9767', 'rewards/rejected': '-2.263', 'rewards/accuracies': '1', 'rewards/margins': '3.24', 'logps/chosen': '-156.8', 'logps/rejected': '-92.11', 'logits/chosen': '1.709', 'logits/rejected': '1.523', 'epoch': '0.9526'}
{'loss': '0.0366', 'grad_norm': '1.429', 'learning_rate': '4.127e-07', 'rewards/chosen': '1.148', 'rewards/rejected': '-2.302', 'rewards/accuracies': '1', 'rewards/margins': '3.449', 'logps/chosen': '-142.7', 'logps/rejected': '-92.38', 'logits/chosen': '1.727', 'logits/rejected': '1.584', 'epoch': '0.9633'}
{'loss': '0.04033', 'grad_norm': '0.8242', 'learning_rate': '4.116e-07', 'rewards/chosen': '1.083', 'rewards/rejected': '-2.31', 'rewards/accuracies': '1', 'rewards/margins': '3.393', 'logps/chosen': '-152', 'logps/rejected': '-92.69', 'logits/chosen': '1.734', 'logits/rejected': '1.589', 'epoch': '0.974'}
{'loss': '0.03279', 'grad_norm': '0.8369', 'learning_rate': '4.105e-07', 'rewards/chosen': '1.161', 'rewards/rejected': '-2.413', 'rewards/accuracies': '1', 'rewards/margins': '3.574', 'logps/chosen': '-177', 'logps/rejected': '-93.5', 'logits/chosen': '1.813', 'logits/rejected': '1.556', 'epoch': '0.9847'}
{'loss': '0.03417', 'grad_norm': '0.5881', 'learning_rate': '4.094e-07', 'rewards/chosen': '1.08', 'rewards/rejected': '-2.443', 'rewards/accuracies': '1', 'rewards/margins': '3.522', 'logps/chosen': '-145.1', 'logps/rejected': '-93.66', 'logits/chosen': '1.723', 'logits/rejected': '1.517', 'epoch': '0.9955'}
{'loss': '0.03246', 'grad_norm': '0.885', 'learning_rate': '4.083e-07', 'rewards/chosen': '1.05', 'rewards/rejected': '-2.562', 'rewards/accuracies': '1', 'rewards/margins': '3.612', 'logps/chosen': '-132.5', 'logps/rejected': '-95.17', 'logits/chosen': '1.576', 'logits/rejected': '1.473', 'epoch': '1.005'}
{'loss': '0.03129', 'grad_norm': '0.8366', 'learning_rate': '4.072e-07', 'rewards/chosen': '1.079', 'rewards/rejected': '-2.599', 'rewards/accuracies': '1', 'rewards/margins': '3.678', 'logps/chosen': '-165.9', 'logps/rejected': '-95.01', 'logits/chosen': '1.834', 'logits/rejected': '1.467', 'epoch': '1.016'}
{'loss': '0.03177', 'grad_norm': '0.6333', 'learning_rate': '4.061e-07', 'rewards/chosen': '1.03', 'rewards/rejected': '-2.614', 'rewards/accuracies': '1', 'rewards/margins': '3.644', 'logps/chosen': '-154', 'logps/rejected': '-96.01', 'logits/chosen': '1.706', 'logits/rejected': '1.476', 'epoch': '1.027'}
{'loss': '0.02874', 'grad_norm': '0.9965', 'learning_rate': '4.05e-07', 'rewards/chosen': '1.164', 'rewards/rejected': '-2.602', 'rewards/accuracies': '1', 'rewards/margins': '3.765', 'logps/chosen': '-151.8', 'logps/rejected': '-94.58', 'logits/chosen': '1.695', 'logits/rejected': '1.531', 'epoch': '1.037'}
{'loss': '0.02383', 'grad_norm': '0.7561', 'learning_rate': '4.039e-07', 'rewards/chosen': '1.146', 'rewards/rejected': '-2.761', 'rewards/accuracies': '1', 'rewards/margins': '3.907', 'logps/chosen': '-167.6', 'logps/rejected': '-96.64', 'logits/chosen': '1.755', 'logits/rejected': '1.394', 'epoch': '1.048'}
{'loss': '0.02581', 'grad_norm': '0.8369', 'learning_rate': '4.028e-07', 'rewards/chosen': '1.142', 'rewards/rejected': '-2.748', 'rewards/accuracies': '1', 'rewards/margins': '3.891', 'logps/chosen': '-146.1', 'logps/rejected': '-95.93', 'logits/chosen': '1.724', 'logits/rejected': '1.472', 'epoch': '1.059'}
{'loss': '0.02294', 'grad_norm': '0.5987', 'learning_rate': '4.017e-07', 'rewards/chosen': '1.123', 'rewards/rejected': '-2.857', 'rewards/accuracies': '1', 'rewards/margins': '3.98', 'logps/chosen': '-149.5', 'logps/rejected': '-97.69', 'logits/chosen': '1.644', 'logits/rejected': '1.303', 'epoch': '1.07'}
{'loss': '0.02385', 'grad_norm': '0.6457', 'learning_rate': '4.007e-07', 'rewards/chosen': '1.073', 'rewards/rejected': '-2.897', 'rewards/accuracies': '1', 'rewards/margins': '3.97', 'logps/chosen': '-159.4', 'logps/rejected': '-99.06', 'logits/chosen': '1.698', 'logits/rejected': '1.331', 'epoch': '1.08'}
{'loss': '0.02436', 'grad_norm': '0.9346', 'learning_rate': '3.996e-07', 'rewards/chosen': '0.9926', 'rewards/rejected': '-2.949', 'rewards/accuracies': '1', 'rewards/margins': '3.942', 'logps/chosen': '-158', 'logps/rejected': '-99.24', 'logits/chosen': '1.746', 'logits/rejected': '1.411', 'epoch': '1.091'}
{'loss': '0.02758', 'grad_norm': '0.9982', 'learning_rate': '3.985e-07', 'rewards/chosen': '1.007', 'rewards/rejected': '-2.944', 'rewards/accuracies': '1', 'rewards/margins': '3.951', 'logps/chosen': '-144', 'logps/rejected': '-97.64', 'logits/chosen': '1.694', 'logits/rejected': '1.346', 'epoch': '1.102'}
{'loss': '0.01984', 'grad_norm': '0.4017', 'learning_rate': '3.974e-07', 'rewards/chosen': '1.104', 'rewards/rejected': '-3.091', 'rewards/accuracies': '1', 'rewards/margins': '4.195', 'logps/chosen': '-163.2', 'logps/rejected': '-99.56', 'logits/chosen': '1.711', 'logits/rejected': '1.294', 'epoch': '1.112'}
{'loss': '0.01873', 'grad_norm': '0.4622', 'learning_rate': '3.963e-07', 'rewards/chosen': '1.136', 'rewards/rejected': '-3.041', 'rewards/accuracies': '1', 'rewards/margins': '4.176', 'logps/chosen': '-154.6', 'logps/rejected': '-98.68', 'logits/chosen': '1.726', 'logits/rejected': '1.367', 'epoch': '1.123'}
{'loss': '0.02032', 'grad_norm': '0.9118', 'learning_rate': '3.952e-07', 'rewards/chosen': '1.036', 'rewards/rejected': '-3.106', 'rewards/accuracies': '1', 'rewards/margins': '4.142', 'logps/chosen': '-157.2', 'logps/rejected': '-99.82', 'logits/chosen': '1.701', 'logits/rejected': '1.282', 'epoch': '1.134'}
{'loss': '0.01963', 'grad_norm': '0.6183', 'learning_rate': '3.941e-07', 'rewards/chosen': '1.071', 'rewards/rejected': '-3.227', 'rewards/accuracies': '1', 'rewards/margins': '4.298', 'logps/chosen': '-154.2', 'logps/rejected': '-101.9', 'logits/chosen': '1.715', 'logits/rejected': '1.269', 'epoch': '1.145'}
{'loss': '0.01539', 'grad_norm': '0.4843', 'learning_rate': '3.93e-07', 'rewards/chosen': '1.169', 'rewards/rejected': '-3.185', 'rewards/accuracies': '1', 'rewards/margins': '4.355', 'logps/chosen': '-158.4', 'logps/rejected': '-100.4', 'logits/chosen': '1.765', 'logits/rejected': '1.328', 'epoch': '1.155'}
{'loss': '0.01676', 'grad_norm': '0.8451', 'learning_rate': '3.919e-07', 'rewards/chosen': '1.046', 'rewards/rejected': '-3.317', 'rewards/accuracies': '1', 'rewards/margins': '4.362', 'logps/chosen': '-137', 'logps/rejected': '-103.7', 'logits/chosen': '1.658', 'logits/rejected': '1.225', 'epoch': '1.166'}
{'loss': '0.01623', 'grad_norm': '0.4204', 'learning_rate': '3.908e-07', 'rewards/chosen': '1.186', 'rewards/rejected': '-3.231', 'rewards/accuracies': '1', 'rewards/margins': '4.417', 'logps/chosen': '-147.7', 'logps/rejected': '-101.8', 'logits/chosen': '1.608', 'logits/rejected': '1.3', 'epoch': '1.177'}
{'loss': '0.01653', 'grad_norm': '0.4165', 'learning_rate': '3.897e-07', 'rewards/chosen': '1.073', 'rewards/rejected': '-3.258', 'rewards/accuracies': '1', 'rewards/margins': '4.331', 'logps/chosen': '-151.5', 'logps/rejected': '-101.8', 'logits/chosen': '1.644', 'logits/rejected': '1.323', 'epoch': '1.187'}
{'loss': '0.01442', 'grad_norm': '0.4798', 'learning_rate': '3.886e-07', 'rewards/chosen': '1.119', 'rewards/rejected': '-3.498', 'rewards/accuracies': '1', 'rewards/margins': '4.617', 'logps/chosen': '-158', 'logps/rejected': '-104.7', 'logits/chosen': '1.671', 'logits/rejected': '1.156', 'epoch': '1.198'}
{'loss': '0.01467', 'grad_norm': '0.467', 'learning_rate': '3.875e-07', 'rewards/chosen': '1.125', 'rewards/rejected': '-3.43', 'rewards/accuracies': '1', 'rewards/margins': '4.555', 'logps/chosen': '-157.3', 'logps/rejected': '-103.6', 'logits/chosen': '1.74', 'logits/rejected': '1.217', 'epoch': '1.209'}
{'loss': '0.01374', 'grad_norm': '0.4071', 'learning_rate': '3.864e-07', 'rewards/chosen': '1.137', 'rewards/rejected': '-3.444', 'rewards/accuracies': '1', 'rewards/margins': '4.581', 'logps/chosen': '-148.8', 'logps/rejected': '-103.6', 'logits/chosen': '1.598', 'logits/rejected': '1.151', 'epoch': '1.219'}
{'loss': '0.01351', 'grad_norm': '0.239', 'learning_rate': '3.854e-07', 'rewards/chosen': '1.088', 'rewards/rejected': '-3.5', 'rewards/accuracies': '1', 'rewards/margins': '4.588', 'logps/chosen': '-153.1', 'logps/rejected': '-104.6', 'logits/chosen': '1.634', 'logits/rejected': '1.201', 'epoch': '1.23'}
{'loss': '0.0138', 'grad_norm': '0.3809', 'learning_rate': '3.843e-07', 'rewards/chosen': '1.072', 'rewards/rejected': '-3.542', 'rewards/accuracies': '1', 'rewards/margins': '4.614', 'logps/chosen': '-156.1', 'logps/rejected': '-104.3', 'logits/chosen': '1.627', 'logits/rejected': '1.199', 'epoch': '1.241'}
{'loss': '0.01507', 'grad_norm': '0.2317', 'learning_rate': '3.832e-07', 'rewards/chosen': '1.002', 'rewards/rejected': '-3.541', 'rewards/accuracies': '1', 'rewards/margins': '4.543', 'logps/chosen': '-140.1', 'logps/rejected': '-103', 'logits/chosen': '1.608', 'logits/rejected': '1.187', 'epoch': '1.252'}
{'loss': '0.01432', 'grad_norm': '0.4359', 'learning_rate': '3.821e-07', 'rewards/chosen': '0.987', 'rewards/rejected': '-3.544', 'rewards/accuracies': '1', 'rewards/margins': '4.531', 'logps/chosen': '-169.1', 'logps/rejected': '-104.2', 'logits/chosen': '1.696', 'logits/rejected': '1.169', 'epoch': '1.262'}
{'loss': '0.01289', 'grad_norm': '0.4059', 'learning_rate': '3.81e-07', 'rewards/chosen': '1.048', 'rewards/rejected': '-3.61', 'rewards/accuracies': '1', 'rewards/margins': '4.658', 'logps/chosen': '-150.1', 'logps/rejected': '-105.4', 'logits/chosen': '1.633', 'logits/rejected': '1.123', 'epoch': '1.273'}
{'loss': '0.0131', 'grad_norm': '0.5216', 'learning_rate': '3.799e-07', 'rewards/chosen': '1.114', 'rewards/rejected': '-3.574', 'rewards/accuracies': '1', 'rewards/margins': '4.689', 'logps/chosen': '-147.4', 'logps/rejected': '-103.6', 'logits/chosen': '1.564', 'logits/rejected': '1.16', 'epoch': '1.284'}
{'loss': '0.0109', 'grad_norm': '0.3623', 'learning_rate': '3.788e-07', 'rewards/chosen': '1.06', 'rewards/rejected': '-3.798', 'rewards/accuracies': '1', 'rewards/margins': '4.857', 'logps/chosen': '-144', 'logps/rejected': '-108', 'logits/chosen': '1.591', 'logits/rejected': '1.129', 'epoch': '1.294'}
{'loss': '0.013', 'grad_norm': '0.6433', 'learning_rate': '3.777e-07', 'rewards/chosen': '1.09', 'rewards/rejected': '-3.614', 'rewards/accuracies': '1', 'rewards/margins': '4.704', 'logps/chosen': '-151.1', 'logps/rejected': '-104.9', 'logits/chosen': '1.692', 'logits/rejected': '1.157', 'epoch': '1.305'}
{'loss': '0.01349', 'grad_norm': '0.4268', 'learning_rate': '3.766e-07', 'rewards/chosen': '1.031', 'rewards/rejected': '-3.692', 'rewards/accuracies': '1', 'rewards/margins': '4.723', 'logps/chosen': '-149.6', 'logps/rejected': '-105.2', 'logits/chosen': '1.618', 'logits/rejected': '1.153', 'epoch': '1.316'}
{'loss': '0.009806', 'grad_norm': '0.4189', 'learning_rate': '3.755e-07', 'rewards/chosen': '1.125', 'rewards/rejected': '-3.857', 'rewards/accuracies': '1', 'rewards/margins': '4.982', 'logps/chosen': '-147.6', 'logps/rejected': '-107.5', 'logits/chosen': '1.569', 'logits/rejected': '1.049', 'epoch': '1.326'}
{'loss': '0.01308', 'grad_norm': '0.4989', 'learning_rate': '3.744e-07', 'rewards/chosen': '1.035', 'rewards/rejected': '-3.718', 'rewards/accuracies': '1', 'rewards/margins': '4.753', 'logps/chosen': '-145.8', 'logps/rejected': '-105.3', 'logits/chosen': '1.576', 'logits/rejected': '1.13', 'epoch': '1.337'}
{'loss': '0.01013', 'grad_norm': '0.5552', 'learning_rate': '3.733e-07', 'rewards/chosen': '1.21', 'rewards/rejected': '-3.896', 'rewards/accuracies': '1', 'rewards/margins': '5.105', 'logps/chosen': '-144.7', 'logps/rejected': '-108.4', 'logits/chosen': '1.629', 'logits/rejected': '1.05', 'epoch': '1.348'}
{'loss': '0.01139', 'grad_norm': '0.5045', 'learning_rate': '3.722e-07', 'rewards/chosen': '1.066', 'rewards/rejected': '-3.989', 'rewards/accuracies': '1', 'rewards/margins': '5.055', 'logps/chosen': '-155.4', 'logps/rejected': '-108.7', 'logits/chosen': '1.629', 'logits/rejected': '1.019', 'epoch': '1.359'}
{'loss': '0.008783', 'grad_norm': '0.2792', 'learning_rate': '3.711e-07', 'rewards/chosen': '1.092', 'rewards/rejected': '-4.034', 'rewards/accuracies': '1', 'rewards/margins': '5.126', 'logps/chosen': '-136.5', 'logps/rejected': '-108.9', 'logits/chosen': '1.582', 'logits/rejected': '0.9875', 'epoch': '1.369'}
{'loss': '0.01005', 'grad_norm': '0.2843', 'learning_rate': '3.701e-07', 'rewards/chosen': '1.067', 'rewards/rejected': '-3.958', 'rewards/accuracies': '1', 'rewards/margins': '5.025', 'logps/chosen': '-152.6', 'logps/rejected': '-107.9', 'logits/chosen': '1.586', 'logits/rejected': '1.118', 'epoch': '1.38'}
{'loss': '0.008619', 'grad_norm': '0.2279', 'learning_rate': '3.69e-07', 'rewards/chosen': '1.09', 'rewards/rejected': '-4.061', 'rewards/accuracies': '1', 'rewards/margins': '5.15', 'logps/chosen': '-128.3', 'logps/rejected': '-108.5', 'logits/chosen': '1.516', 'logits/rejected': '0.9836', 'epoch': '1.391'}
{'loss': '0.00866', 'grad_norm': '0.14', 'learning_rate': '3.679e-07', 'rewards/chosen': '1.121', 'rewards/rejected': '-4.074', 'rewards/accuracies': '1', 'rewards/margins': '5.195', 'logps/chosen': '-149.2', 'logps/rejected': '-108.9', 'logits/chosen': '1.601', 'logits/rejected': '1.034', 'epoch': '1.401'}
{'loss': '0.009131', 'grad_norm': '0.2601', 'learning_rate': '3.668e-07', 'rewards/chosen': '1.011', 'rewards/rejected': '-4.094', 'rewards/accuracies': '1', 'rewards/margins': '5.105', 'logps/chosen': '-158', 'logps/rejected': '-110.9', 'logits/chosen': '1.687', 'logits/rejected': '1.018', 'epoch': '1.412'}
{'loss': '0.01026', 'grad_norm': '0.2118', 'learning_rate': '3.657e-07', 'rewards/chosen': '1.09', 'rewards/rejected': '-3.915', 'rewards/accuracies': '1', 'rewards/margins': '5.005', 'logps/chosen': '-151.2', 'logps/rejected': '-107.2', 'logits/chosen': '1.635', 'logits/rejected': '1.104', 'epoch': '1.423'}
{'loss': '0.005895', 'grad_norm': '0.2226', 'learning_rate': '3.646e-07', 'rewards/chosen': '1.248', 'rewards/rejected': '-4.211', 'rewards/accuracies': '1', 'rewards/margins': '5.459', 'logps/chosen': '-154.1', 'logps/rejected': '-111.9', 'logits/chosen': '1.628', 'logits/rejected': '0.9672', 'epoch': '1.434'}
{'loss': '0.008137', 'grad_norm': '0.5117', 'learning_rate': '3.635e-07', 'rewards/chosen': '1.151', 'rewards/rejected': '-4.085', 'rewards/accuracies': '1', 'rewards/margins': '5.236', 'logps/chosen': '-154.8', 'logps/rejected': '-109.3', 'logits/chosen': '1.56', 'logits/rejected': '0.9501', 'epoch': '1.444'}
{'loss': '0.007921', 'grad_norm': '0.3877', 'learning_rate': '3.624e-07', 'rewards/chosen': '1.042', 'rewards/rejected': '-4.145', 'rewards/accuracies': '1', 'rewards/margins': '5.186', 'logps/chosen': '-149.3', 'logps/rejected': '-110.8', 'logits/chosen': '1.567', 'logits/rejected': '0.972', 'epoch': '1.455'}
{'loss': '0.006602', 'grad_norm': '0.2275', 'learning_rate': '3.613e-07', 'rewards/chosen': '1.047', 'rewards/rejected': '-4.382', 'rewards/accuracies': '1', 'rewards/margins': '5.429', 'logps/chosen': '-140.3', 'logps/rejected': '-113.2', 'logits/chosen': '1.495', 'logits/rejected': '0.925', 'epoch': '1.466'}
{'loss': '0.008005', 'grad_norm': '0.3677', 'learning_rate': '3.602e-07', 'rewards/chosen': '1.039', 'rewards/rejected': '-4.288', 'rewards/accuracies': '1', 'rewards/margins': '5.327', 'logps/chosen': '-149.1', 'logps/rejected': '-112.3', 'logits/chosen': '1.623', 'logits/rejected': '0.9676', 'epoch': '1.476'}
{'loss': '0.008327', 'grad_norm': '0.4469', 'learning_rate': '3.591e-07', 'rewards/chosen': '1.02', 'rewards/rejected': '-4.338', 'rewards/accuracies': '1', 'rewards/margins': '5.358', 'logps/chosen': '-150', 'logps/rejected': '-111.3', 'logits/chosen': '1.609', 'logits/rejected': '0.8703', 'epoch': '1.487'}
{'loss': '0.007755', 'grad_norm': '0.4908', 'learning_rate': '3.58e-07', 'rewards/chosen': '1.037', 'rewards/rejected': '-4.3', 'rewards/accuracies': '1', 'rewards/margins': '5.337', 'logps/chosen': '-154.8', 'logps/rejected': '-111', 'logits/chosen': '1.601', 'logits/rejected': '0.9767', 'epoch': '1.498'}
{'loss': '0.006795', 'grad_norm': '0.2779', 'learning_rate': '3.569e-07', 'rewards/chosen': '1.057', 'rewards/rejected': '-4.423', 'rewards/accuracies': '1', 'rewards/margins': '5.481', 'logps/chosen': '-140.5', 'logps/rejected': '-113.9', 'logits/chosen': '1.505', 'logits/rejected': '0.9065', 'epoch': '1.508'}
{'loss': '0.006381', 'grad_norm': '0.2975', 'learning_rate': '3.558e-07', 'rewards/chosen': '1.13', 'rewards/rejected': '-4.486', 'rewards/accuracies': '1', 'rewards/margins': '5.615', 'logps/chosen': '-153.8', 'logps/rejected': '-114.8', 'logits/chosen': '1.616', 'logits/rejected': '0.8866', 'epoch': '1.519'}
{'loss': '0.007721', 'grad_norm': '0.2948', 'learning_rate': '3.548e-07', 'rewards/chosen': '1.001', 'rewards/rejected': '-4.395', 'rewards/accuracies': '1', 'rewards/margins': '5.396', 'logps/chosen': '-135.5', 'logps/rejected': '-112.6', 'logits/chosen': '1.486', 'logits/rejected': '0.9742', 'epoch': '1.53'}
{'loss': '0.00698', 'grad_norm': '0.1355', 'learning_rate': '3.537e-07', 'rewards/chosen': '1.032', 'rewards/rejected': '-4.439', 'rewards/accuracies': '1', 'rewards/margins': '5.471', 'logps/chosen': '-159.3', 'logps/rejected': '-114.3', 'logits/chosen': '1.643', 'logits/rejected': '0.9338', 'epoch': '1.541'}
{'loss': '0.007546', 'grad_norm': '0.1543', 'learning_rate': '3.526e-07', 'rewards/chosen': '1.071', 'rewards/rejected': '-4.372', 'rewards/accuracies': '1', 'rewards/margins': '5.443', 'logps/chosen': '-161.7', 'logps/rejected': '-111.6', 'logits/chosen': '1.649', 'logits/rejected': '0.944', 'epoch': '1.551'}
{'loss': '0.006614', 'grad_norm': '0.3008', 'learning_rate': '3.515e-07', 'rewards/chosen': '1.111', 'rewards/rejected': '-4.408', 'rewards/accuracies': '1', 'rewards/margins': '5.518', 'logps/chosen': '-156.2', 'logps/rejected': '-113.2', 'logits/chosen': '1.566', 'logits/rejected': '0.8768', 'epoch': '1.562'}
{'loss': '0.00573', 'grad_norm': '0.09835', 'learning_rate': '3.504e-07', 'rewards/chosen': '1.12', 'rewards/rejected': '-4.544', 'rewards/accuracies': '1', 'rewards/margins': '5.664', 'logps/chosen': '-154.6', 'logps/rejected': '-113.9', 'logits/chosen': '1.52', 'logits/rejected': '0.8322', 'epoch': '1.573'}
{'loss': '0.004997', 'grad_norm': '0.1453', 'learning_rate': '3.493e-07', 'rewards/chosen': '1.098', 'rewards/rejected': '-4.654', 'rewards/accuracies': '1', 'rewards/margins': '5.752', 'logps/chosen': '-158.7', 'logps/rejected': '-115.4', 'logits/chosen': '1.521', 'logits/rejected': '0.8309', 'epoch': '1.583'}
{'loss': '0.005139', 'grad_norm': '0.1305', 'learning_rate': '3.482e-07', 'rewards/chosen': '1.145', 'rewards/rejected': '-4.685', 'rewards/accuracies': '1', 'rewards/margins': '5.83', 'logps/chosen': '-148.9', 'logps/rejected': '-116.4', 'logits/chosen': '1.555', 'logits/rejected': '0.8426', 'epoch': '1.594'}
{'loss': '0.00587', 'grad_norm': '0.3751', 'learning_rate': '3.471e-07', 'rewards/chosen': '1.066', 'rewards/rejected': '-4.546', 'rewards/accuracies': '1', 'rewards/margins': '5.613', 'logps/chosen': '-143.9', 'logps/rejected': '-115.3', 'logits/chosen': '1.576', 'logits/rejected': '0.864', 'epoch': '1.605'}
{'loss': '0.004471', 'grad_norm': '0.2195', 'learning_rate': '3.46e-07', 'rewards/chosen': '1.202', 'rewards/rejected': '-4.727', 'rewards/accuracies': '1', 'rewards/margins': '5.929', 'logps/chosen': '-160.7', 'logps/rejected': '-114.6', 'logits/chosen': '1.598', 'logits/rejected': '0.7767', 'epoch': '1.615'}
{'loss': '0.007761', 'grad_norm': '0.3415', 'learning_rate': '3.449e-07', 'rewards/chosen': '0.9642', 'rewards/rejected': '-4.503', 'rewards/accuracies': '1', 'rewards/margins': '5.467', 'logps/chosen': '-142.6', 'logps/rejected': '-113.6', 'logits/chosen': '1.555', 'logits/rejected': '0.8312', 'epoch': '1.626'}
{'loss': '0.005641', 'grad_norm': '0.2058', 'learning_rate': '3.438e-07', 'rewards/chosen': '1.141', 'rewards/rejected': '-4.592', 'rewards/accuracies': '1', 'rewards/margins': '5.734', 'logps/chosen': '-158.6', 'logps/rejected': '-114.5', 'logits/chosen': '1.59', 'logits/rejected': '0.8295', 'epoch': '1.637'}
{'loss': '0.004797', 'grad_norm': '0.09673', 'learning_rate': '3.427e-07', 'rewards/chosen': '1.087', 'rewards/rejected': '-4.815', 'rewards/accuracies': '1', 'rewards/margins': '5.902', 'logps/chosen': '-155.3', 'logps/rejected': '-117.7', 'logits/chosen': '1.562', 'logits/rejected': '0.7924', 'epoch': '1.648'}
{'loss': '0.004571', 'grad_norm': '0.305', 'learning_rate': '3.416e-07', 'rewards/chosen': '1.106', 'rewards/rejected': '-4.83', 'rewards/accuracies': '1', 'rewards/margins': '5.936', 'logps/chosen': '-145.4', 'logps/rejected': '-116.5', 'logits/chosen': '1.475', 'logits/rejected': '0.7383', 'epoch': '1.658'}
{'loss': '0.004871', 'grad_norm': '0.3437', 'learning_rate': '3.405e-07', 'rewards/chosen': '1.171', 'rewards/rejected': '-4.684', 'rewards/accuracies': '1', 'rewards/margins': '5.855', 'logps/chosen': '-147.8', 'logps/rejected': '-115.9', 'logits/chosen': '1.528', 'logits/rejected': '0.8174', 'epoch': '1.669'}
{'loss': '0.003646', 'grad_norm': '0.1038', 'learning_rate': '3.395e-07', 'rewards/chosen': '1.19', 'rewards/rejected': '-4.93', 'rewards/accuracies': '1', 'rewards/margins': '6.12', 'logps/chosen': '-147.7', 'logps/rejected': '-118.2', 'logits/chosen': '1.528', 'logits/rejected': '0.6934', 'epoch': '1.68'}
{'loss': '0.00459', 'grad_norm': '0.1206', 'learning_rate': '3.384e-07', 'rewards/chosen': '1.063', 'rewards/rejected': '-5.039', 'rewards/accuracies': '1', 'rewards/margins': '6.102', 'logps/chosen': '-148.8', 'logps/rejected': '-118.9', 'logits/chosen': '1.535', 'logits/rejected': '0.6737', 'epoch': '1.69'}
{'loss': '0.005185', 'grad_norm': '0.1731', 'learning_rate': '3.373e-07', 'rewards/chosen': '1.024', 'rewards/rejected': '-4.814', 'rewards/accuracies': '1', 'rewards/margins': '5.837', 'logps/chosen': '-150.5', 'logps/rejected': '-116.4', 'logits/chosen': '1.568', 'logits/rejected': '0.7519', 'epoch': '1.701'}
