                                                                                                                                                                                 
{'loss': '0.6922', 'grad_norm': '7.741', 'learning_rate': '4.5e-08', 'rewards/chosen': '0.001897', 'rewards/rejected': '-0.0003265', 'rewards/accuracies': '0.35', 'rewards/margins': '0.002224', 'logps/chosen': '-137.7', 'logps/rejected': '-68.58', 'logits/chosen': '1.641', 'logits/rejected': '1.647', 'epoch': '0.01071'}
{'loss': '0.203', 'grad_norm': '3.658', 'learning_rate': '8.094e-08', 'rewards/chosen': '0.6946', 'rewards/rejected': '-0.84', 'rewards/accuracies': '1', 'rewards/margins': '1.535', 'logps/chosen': '-140.7', 'logps/rejected': '-76.7', 'logits/chosen': '1.767', 'logits/rejected': '1.792', 'epoch': '0.8565'}
{'loss': '0.2004', 'grad_norm': '3.793', 'learning_rate': '7.494e-08', 'rewards/chosen': '0.6987', 'rewards/rejected': '-0.8698', 'rewards/accuracies': '1', 'rewards/margins': '1.569', 'logps/chosen': '-129.8', 'logps/rejected': '-77.43', 'logits/chosen': '1.764', 'logits/rejected': '1.793', 'epoch': '0.8672'}
{'loss': '0.1899', 'grad_norm': '3.203', 'learning_rate': '6.894e-08', 'rewards/chosen': '0.7432', 'rewards/rejected': '-0.8738', 'rewards/accuracies': '1', 'rewards/margins': '1.617', 'logps/chosen': '-113.6', 'logps/rejected': '-77.95', 'logits/chosen': '1.698', 'logits/rejected': '1.78', 'epoch': '0.8779'}
{'loss': '0.192', 'grad_norm': '3.434', 'learning_rate': '6.295e-08', 'rewards/chosen': '0.736', 'rewards/rejected': '-0.8693', 'rewards/accuracies': '1', 'rewards/margins': '1.605', 'logps/chosen': '-122.7', 'logps/rejected': '-78.43', 'logits/chosen': '1.701', 'logits/rejected': '1.816', 'epoch': '0.8887'}
{'loss': '0.2011', 'grad_norm': '3.848', 'learning_rate': '5.695e-08', 'rewards/chosen': '0.6921', 'rewards/rejected': '-0.8466', 'rewards/accuracies': '1', 'rewards/margins': '1.539', 'logps/chosen': '-117.6', 'logps/rejected': '-77.07', 'logits/chosen': '1.779', 'logits/rejected': '1.797', 'epoch': '0.8994'}
{'loss': '0.1976', 'grad_norm': '3.274', 'learning_rate': '5.096e-08', 'rewards/chosen': '0.7056', 'rewards/rejected': '-0.8585', 'rewards/accuracies': '1', 'rewards/margins': '1.564', 'logps/chosen': '-128.6', 'logps/rejected': '-77.31', 'logits/chosen': '1.743', 'logits/rejected': '1.867', 'epoch': '0.9101'}
{'loss': '0.208', 'grad_norm': '3.477', 'learning_rate': '4.496e-08', 'rewards/chosen': '0.6399', 'rewards/rejected': '-0.8726', 'rewards/accuracies': '1', 'rewards/margins': '1.513', 'logps/chosen': '-119.5', 'logps/rejected': '-77.57', 'logits/chosen': '1.684', 'logits/rejected': '1.83', 'epoch': '0.9208'}
{'loss': '0.1954', 'grad_norm': '3.81', 'learning_rate': '3.897e-08', 'rewards/chosen': '0.7161', 'rewards/rejected': '-0.8629', 'rewards/accuracies': '1', 'rewards/margins': '1.579', 'logps/chosen': '-130.3', 'logps/rejected': '-77.94', 'logits/chosen': '1.769', 'logits/rejected': '1.763', 'epoch': '0.9315'}
{'loss': '0.1981', 'grad_norm': '3.608', 'learning_rate': '3.297e-08', 'rewards/chosen': '0.6921', 'rewards/rejected': '-0.8805', 'rewards/accuracies': '1', 'rewards/margins': '1.573', 'logps/chosen': '-120.3', 'logps/rejected': '-77.69', 'logits/chosen': '1.742', 'logits/rejected': '1.804', 'epoch': '0.9422'}
{'loss': '0.1858', 'grad_norm': '3.544', 'learning_rate': '2.698e-08', 'rewards/chosen': '0.74', 'rewards/rejected': '-0.8802', 'rewards/accuracies': '1', 'rewards/margins': '1.62', 'logps/chosen': '-131.3', 'logps/rejected': '-79.34', 'logits/chosen': '1.675', 'logits/rejected': '1.818', 'epoch': '0.9529'}
{'loss': '0.1879', 'grad_norm': '3.428', 'learning_rate': '2.098e-08', 'rewards/chosen': '0.7547', 'rewards/rejected': '-0.8623', 'rewards/accuracies': '1', 'rewards/margins': '1.617', 'logps/chosen': '-120', 'logps/rejected': '-76.73', 'logits/chosen': '1.727', 'logits/rejected': '1.822', 'epoch': '0.9636'}
{'loss': '0.1833', 'grad_norm': '3.506', 'learning_rate': '1.499e-08', 'rewards/chosen': '0.7777', 'rewards/rejected': '-0.8709', 'rewards/accuracies': '1', 'rewards/margins': '1.649', 'logps/chosen': '-122.5', 'logps/rejected': '-77.54', 'logits/chosen': '1.666', 'logits/rejected': '1.739', 'epoch': '0.9743'}
{'loss': '0.1924', 'grad_norm': '3.391', 'learning_rate': '8.993e-09', 'rewards/chosen': '0.7185', 'rewards/rejected': '-0.8891', 'rewards/accuracies': '1', 'rewards/margins': '1.608', 'logps/chosen': '-132.5', 'logps/rejected': '-78.44', 'logits/chosen': '1.792', 'logits/rejected': '1.739', 'epoch': '0.985'}
{'loss': '0.2028', 'grad_norm': '3.283', 'learning_rate': '2.998e-09', 'rewards/chosen': '0.6956', 'rewards/rejected': '-0.8526', 'rewards/accuracies': '1', 'rewards/margins': '1.548', 'logps/chosen': '-124.5', 'logps/rejected': '-78.65', 'logits/chosen': '1.775', 'logits/rejected': '1.802', 'epoch': '0.9957'}
{'train_runtime': '1539', 'train_samples_per_second': '4.855', 'train_steps_per_second': '0.607', 'train_loss': '0.3851', 'epoch': '1'}

[1mSaving model[0m[1;33m...[0m

[1;32mTraining complete! Model saved to models/dpo-mixed[0m
