                                                                                                                                    
{'loss': '0.6907', 'grad_norm': '8.051', 'learning_rate': '4.5e-08', 'rewards/chosen': '0.003895', 'rewards/rejected': '-0.001461', 'rewards/accuracies': '0.3375', 'rewards/margins': '0.005356', 'logps/chosen': '-154.8', 'logps/rejected': '-68.84', 'logits/chosen': '1.663', 'logits/rejected': '1.634', 'epoch': '0.0107'}
{'loss': '0.2003', 'grad_norm': '3.696', 'learning_rate': '8.144e-08', 'rewards/chosen': '0.8012', 'rewards/rejected': '-0.7578', 'rewards/accuracies': '1', 'rewards/margins': '1.559', 'logps/chosen': '-143', 'logps/rejected': '-77.14', 'logits/chosen': '1.743', 'logits/rejected': '1.731', 'epoch': '0.8563'}
{'loss': '0.2029', 'grad_norm': '3.491', 'learning_rate': '7.545e-08', 'rewards/chosen': '0.7892', 'rewards/rejected': '-0.7481', 'rewards/accuracies': '1', 'rewards/margins': '1.537', 'logps/chosen': '-158', 'logps/rejected': '-76.2', 'logits/chosen': '1.805', 'logits/rejected': '1.843', 'epoch': '0.867'}
{'loss': '0.2114', 'grad_norm': '3.414', 'learning_rate': '6.946e-08', 'rewards/chosen': '0.7535', 'rewards/rejected': '-0.7564', 'rewards/accuracies': '1', 'rewards/margins': '1.51', 'logps/chosen': '-152.1', 'logps/rejected': '-76.62', 'logits/chosen': '1.846', 'logits/rejected': '1.907', 'epoch': '0.8777'}
{'loss': '0.2047', 'grad_norm': '4.057', 'learning_rate': '6.347e-08', 'rewards/chosen': '0.7541', 'rewards/rejected': '-0.7745', 'rewards/accuracies': '1', 'rewards/margins': '1.529', 'logps/chosen': '-145.1', 'logps/rejected': '-77.39', 'logits/chosen': '1.748', 'logits/rejected': '1.856', 'epoch': '0.8884'}
{'loss': '0.1929', 'grad_norm': '3.554', 'learning_rate': '5.749e-08', 'rewards/chosen': '0.8144', 'rewards/rejected': '-0.7906', 'rewards/accuracies': '1', 'rewards/margins': '1.605', 'logps/chosen': '-163.6', 'logps/rejected': '-76.11', 'logits/chosen': '1.812', 'logits/rejected': '1.809', 'epoch': '0.8991'}
{'loss': '0.1893', 'grad_norm': '3.028', 'learning_rate': '5.15e-08', 'rewards/chosen': '0.8419', 'rewards/rejected': '-0.7769', 'rewards/accuracies': '1', 'rewards/margins': '1.619', 'logps/chosen': '-164.6', 'logps/rejected': '-76.35', 'logits/chosen': '1.821', 'logits/rejected': '1.804', 'epoch': '0.9098'}
{'loss': '0.1968', 'grad_norm': '3.257', 'learning_rate': '4.551e-08', 'rewards/chosen': '0.7769', 'rewards/rejected': '-0.7852', 'rewards/accuracies': '1', 'rewards/margins': '1.562', 'logps/chosen': '-153', 'logps/rejected': '-76.4', 'logits/chosen': '1.796', 'logits/rejected': '1.842', 'epoch': '0.9205'}
{'loss': '0.1974', 'grad_norm': '3.446', 'learning_rate': '3.952e-08', 'rewards/chosen': '0.8128', 'rewards/rejected': '-0.7846', 'rewards/accuracies': '1', 'rewards/margins': '1.597', 'logps/chosen': '-164.1', 'logps/rejected': '-77.84', 'logits/chosen': '1.772', 'logits/rejected': '1.867', 'epoch': '0.9312'}
{'loss': '0.2034', 'grad_norm': '4.123', 'learning_rate': '3.353e-08', 'rewards/chosen': '0.7442', 'rewards/rejected': '-0.7966', 'rewards/accuracies': '1', 'rewards/margins': '1.541', 'logps/chosen': '-148.3', 'logps/rejected': '-76.73', 'logits/chosen': '1.768', 'logits/rejected': '1.859', 'epoch': '0.9419'}
{'loss': '0.2018', 'grad_norm': '3.427', 'learning_rate': '2.754e-08', 'rewards/chosen': '0.7456', 'rewards/rejected': '-0.8139', 'rewards/accuracies': '1', 'rewards/margins': '1.56', 'logps/chosen': '-159', 'logps/rejected': '-77.59', 'logits/chosen': '1.758', 'logits/rejected': '1.778', 'epoch': '0.9526'}
{'loss': '0.1778', 'grad_norm': '3.864', 'learning_rate': '2.156e-08', 'rewards/chosen': '0.876', 'rewards/rejected': '-0.8101', 'rewards/accuracies': '1', 'rewards/margins': '1.686', 'logps/chosen': '-145.4', 'logps/rejected': '-77.45', 'logits/chosen': '1.784', 'logits/rejected': '1.848', 'epoch': '0.9633'}
{'loss': '0.1951', 'grad_norm': '3.521', 'learning_rate': '1.557e-08', 'rewards/chosen': '0.797', 'rewards/rejected': '-0.7999', 'rewards/accuracies': '1', 'rewards/margins': '1.597', 'logps/chosen': '-154.9', 'logps/rejected': '-77.53', 'logits/chosen': '1.793', 'logits/rejected': '1.85', 'epoch': '0.974'}
{'loss': '0.1787', 'grad_norm': '3.69', 'learning_rate': '9.581e-09', 'rewards/chosen': '0.8943', 'rewards/rejected': '-0.7895', 'rewards/accuracies': '1', 'rewards/margins': '1.684', 'logps/chosen': '-179.7', 'logps/rejected': '-77.27', 'logits/chosen': '1.874', 'logits/rejected': '1.86', 'epoch': '0.9847'}
{'loss': '0.1908', 'grad_norm': '3.098', 'learning_rate': '3.593e-09', 'rewards/chosen': '0.8', 'rewards/rejected': '-0.802', 'rewards/accuracies': '1', 'rewards/margins': '1.602', 'logps/chosen': '-147.9', 'logps/rejected': '-77.23', 'logits/chosen': '1.788', 'logits/rejected': '1.817', 'epoch': '0.9955'}
{'train_runtime': '1598', 'train_samples_per_second': '4.675', 'train_steps_per_second': '0.585', 'train_loss': '0.3884', 'epoch': '1'}

[1mSaving model[0m[1;33m...[0m

[1;32mTraining complete! Model saved to models/dpo-padded-heavy[0m
